a 啊 阿 嗄 腌 锕 
a#ba 阿爸 
gong#zuo 工作 
gong#zuo#dui 工作队 
gong#zuo#fu 工作服 
gong#zuo#jian 工作间 
gong#zuo#liang 工作量 
gong#zuo#mian 工作面 
gong#zuo#ri 工作日 
gong#zuo#shang 工作上 
gong#zuo#shi 工作室 
gong#zuo#tai 工作台 
gong#zuo#tuan 工作团 
gong#zuo#xiao#lv 工作效率 
gong#zuo#zhan 工作站 
gong#zuo#zhe 工作者 
gong#zuo#zheng 工作证 
gong#zuo#zhi 工作制 
gong#zuo#zu 工作组 
gou 钩 勾 沟 苟 狗 垢 构 购 够 句 佝 诟 岣 媾 缑 枸 觏 彀 篝 
gou#bing 购并 
gou#che 购车 
gou#cheng 构成 
gou#chi 够吃 
gou#dang 勾当 
gou#dao 购到 
gou#de 购得 
gou#dui 勾兑 
gou#fang 购房 
gou#ge 够格 
gou#he 沟壑 媾和 
gou#hua 勾画 
gou#hui 购回 购汇 
gou#huo 购货 篝火 
gou#ji 购机 
gou#jia 构架 
gou#jian 构件 构建 
gou#jie 勾结 
gou#jin 购进 
gou#kan 沟坎 
gou#le 勾勒 够了 
gou#li 沟里 
gou#mai 购买 
gou#mai#li 购买力 
gou#piao 购票 
gou#qi 勾起 枸杞 
gou#qu 沟渠 
gou#rou 狗肉 
gou#ru 购入 
gou#shu 购书 
gou#si 构思 
gou#tong 沟通 苟同 
gou#tu 构图 
gou#wu 购物 
gou#wu#zhong#xin 购物中心 
gou#xiang 构想 
gou#xiao 购销 
gou#yong 够用 
gou#zao 构造 
gou#zhi 购置 
gou#zhu 构筑 
gou#zhu#wu 构筑物 
gu 辜 菇 咕 箍 估 沽 孤 姑 鼓 古 蛊 骨 谷 股 故 顾 固 雇 贾 嘏 诂 菰 呱 崮 汩 梏 轱 牯 臌 毂 瞽 罟 钴 锢 鸪 鹄 痼 蛄 觚 鹘 鼔 
gu#an#suan 谷氨酸 
gu#ba 古巴 
gu#bai 古柏 
gu#bao 古堡 
gu#ben 孤本 股本 
gu#bu#de 顾不得 
gu#bu#liao 顾不了 
gu#can 孤残 
gu#cha 古刹 
gu#chan 估产 
gu#cheng 古称 古城 
gu#chui 鼓吹 
gu#ci#shi#bi 顾此失彼 
gu#dai 古代 
gu#dao 孤岛 古道 
gu#di 谷底 谷地 故地 
gu#dian 鼓点 古典 
gu#dian#yin#yue 古典音乐 
gu#ding 固定 
gu#ding#hui#lv 固定汇率 
gu#dong 鼓动 股东 
gu#dong#da#hui 股东大会 
gu#du 孤独 古都 
gu#er 孤儿 故而 
gu#er#yuan 孤儿院 
gu#fen 股份 
gu#fen#gong#si 股份公司 
gu#fen#you#xian 股份有限公司 
gu#fen#zhi 股份制 
gu#feng 古风 
gu#fu 辜负 
gu#gan 骨干 
gu#ge 骨骼 
gu#gong 故宫 雇工 
gu#gong#bo#wu#yuan 故宫博物院 
gu#gu 汩汩 
gu#gu#tou 股骨头 
gu#guai 古怪 
gu#guo 古国 故国 
gu#hua 古话 固化 
gu#hui 骨灰 
gu#ji 估计 孤寂 古迹 古籍 顾及 顾忌 痼疾 
gu#jia 估价 骨架 股价 顾家 
gu#jin 鼓劲 古今 股金 
gu#jin#zhong#wai 古今中外 
gu#jing 古井 
gu#jiu 古旧 
gu#ju 故居 
gu#jun 孤军 
gu#ke 骨科 顾客 
gu#lang#yu 鼓浪屿 
gu#lao 孤老 古老 
gu#li 孤立 鼓励 故里 
gu#liang 估量 
gu#ling#ling 孤零零 
gu#lou 鼓楼 
gu#luo#ma 古罗马 
gu#lv 顾虑 
gu#min 股民 
gu#ming#diao#yu 沽名钓誉 
gu#ming#si#yi 顾名思义 
gu#mu 古墓 
gu#niang 姑娘 
gu#piao 股票 
gu#piao#shi#chang 股票市场 
gu#pu 古朴 
gu#qi 鼓起 骨气 
gu#qi#yong#qi 鼓起勇气 
gu#qiao 古桥 
gu#qie 姑且 
gu#qing 雇请 
gu#qu 故去 
gu#quan 股权 顾全 
gu#quan#da#ju 顾全大局 
gu#ran 固然 
gu#ren 古人 故人 雇人 
gu#rou 骨肉 
gu#se#gu#xiang 古色古香 
gu#shen 孤身 
gu#sheng 鼓声 
gu#sheng#wu 古生物 
gu#shi 古诗 古时 股市 故事 
gu#shi#pian 故事片 
gu#shou 鼓手 固守 
gu#shu 古书 古树 股数 
gu#si 古寺 
gu#suan 估算 
gu#sui 骨髓 
gu#sui#yan 骨髓炎 
gu#tai 固态 
gu#ti 固体 
gu#tian 古田 
gu#tou 骨头 
gu#tu 故土 
gu#wan 古玩 
gu#wang#jin#lai 古往今来 
gu#wen 古文 顾问 
gu#wu 鼓舞 谷物 
gu#xi 姑息 古稀 股息 
gu#xi#la 古希腊 
gu#xi#qian#jiu 姑息迁就 
gu#xi#zhi#nian 古稀之年 
gu#xiang 故乡 
gu#xun 古训 
gu#yi 故意 
gu#yong 雇佣 雇用 
gu#you 固有 
gu#yu 古语 
gu#yuan 故园 雇员 
gu#yue 鼓乐 
gu#zao 鼓噪 
gu#zhang 鼓掌 股长 故障 
gu#zhe 骨折 
gu#zhen 古镇 
gu#zheng 古筝 
gu#zhi 股指 固执 
gu#zhu 雇主 
gu#zhuang 古装 
gu#zi 股子 
gu#zi#li 骨子里 
gu#zu 鼓足 
gua 刮 瓜 剐 寡 挂 褂 括 卦 诖 呱 胍 鸹 
gua#cai 挂彩 
gua#chu 挂出 
gua#dao 刮到 
gua#fen 瓜分 
gua#feng 刮风 
gua#fu 寡妇 
gua#gou 挂钩 
gua#gua#zhui#di 呱呱坠地 
gua#guo 瓜果 挂果 
gua#hao 挂号 
gua#kao 挂靠 
gua#li 挂历 
gua#man 挂满 
gua#mian 挂面 
gua#mu#xiang#kan 刮目相看 
gua#nian 挂念 
gua#pai 挂牌 
gua#qi 刮起 挂起 
gua#shang 挂上 
gua#shi 挂失 
gua#shuai 挂帅 
gua#tan 挂毯 
gua#tu 挂图 
gua#you 挂有 
gua#zhi 挂职 
gua#zi 瓜子 
guai 乖 拐 怪 掴 
guai#bu#de 怪不得 
guai#guai 乖乖 
guai#gun 拐棍 
guai#mai 拐卖 
guai#quan 怪圈 
guai#shi 怪石 怪事 
guai#wan 拐弯 
guai#wei 怪味 
guai#wu 怪物 
guai#yi 怪异 
guai#zhang 拐杖 
guan 棺 关 官 冠 观 管 馆 罐 惯 灌 贯 棍 纶 倌 莞 掼 盥 鹳 矜 鳏 
guan#bi 关闭 
guan#bing 官兵 
guan#bu#liao 管不了 
guan#cai 棺材 管材 
guan#cang 馆藏 
guan#ce 观测 
guan#ce#zhan 观测站 
guan#cha 观察 
guan#cha#jia 观察家 
guan#cha#tuan 观察团 
guan#cha#yuan 观察员 
guan#chang 官场 惯常 
guan#che 贯彻 
guan#chuan 贯穿 贯串 
guan#dao 关岛 管道 
guan#di 官邸 
guan#dian 观点 
guan#diao 关掉 
guan#dong 关东 
guan#fang 官方 
guan#fang#zhang#guan 官房长官 
guan#gai 灌溉 
guan#gan 观感 
guan#guan 管管 
guan#guang 观光 
guan#guang#ke 观光客 
guan#hao 管好 
guan#hu 关乎 
guan#huai 关怀 
guan#huai#bei#zhi 关怀备至 
guan#ji 关机 
guan#jia 管家 
guan#jian 关键 
guan#jian#xing 关键性 
guan#jiang 灌浆 
guan#jiao 管教 
guan#jie 关节 
guan#jie#yan 关节炎 
guan#jin 关紧 关进 
guan#jing 观景 
guan#jun 冠军 
guan#jun#sai 冠军赛 
guan#kan 观看 
guan#kou 关口 
guan#li 官吏 观礼 管理 馆里 惯例 
guan#li#ceng 管理层 
guan#li#chu 管理处 
guan#li#fa 管理法 
guan#li#fei 管理费 
guan#li#ju 管理局 
guan#li#quan 管理权 
guan#li#suo 管理所 
guan#li#tai 观礼台 
guan#li#xi 管理系 
guan#li#xue 管理学 
guan#li#yuan 管理员 
guan#li#zhan 管理站 
guan#li#zhe 管理者 
guan#li#zhi 管理制 
guan#lian 关联 关连 
guan#liao 官僚 
guan#liao#zhu#yi 官僚主义 
guan#lu 管路 
guan#man 灌满 
guan#men 关门 
guan#mian#tang#huang 冠冕堂皇 
guan#ming 冠名 
guan#mo 观摩 
guan#mu 棺木 灌木 
guan#nei 馆内 
guan#nian 观念 
guan#qi 关起 
guan#qi#lai 管起来 
guan#qia 关卡 
guan#qie 关切 
guan#qu 关区 管区 灌区 灌渠 
guan#sai 观赛 
guan#shan 关山 
guan#shang 关上 官商 观赏 
guan#shang#xing 观赏性 
guan#shi 管事 
guan#shu 灌输 
guan#shui 关税 灌水 
guan#shui#bi#lei 关税壁垒 
guan#si 官司 
guan#ta 管他 管它 
guan#ting 官厅 
guan#tong 贯通 
guan#tou 关头 罐头 
guan#tou#chang 罐头厂 
guan#wai 关外 
guan#wang 观望 管网 
guan#wei 官位 
guan#wei#hui 管委会 
guan#xi 关西 关系 
guan#xi#dao 关系到 
guan#xi#hu 关系户 
guan#xi#shi 关系史 
guan#xi#wang 关系网 
guan#xia 管辖 
guan#xian 冠县 管弦 管线 
guan#xin 关心 
guan#xin#bing 冠心病 
guan#xing 惯性 
guan#ya 关押 
guan#ya#jun 冠亚军 
guan#yi 冠以 
guan#yin 观音 
guan#yong 管用 惯用 
guan#yu 关于 关羽 惯于 
guan#yuan 关员 官员 馆员 
guan#zhan 观战 
guan#zhang 关长 馆长 
guan#zhao 关照 
guan#zhe 观者 
guan#zhi 官职 管制 管治 
guan#zhong 关中 观众 
guan#zhong#xi 观众席 
guan#zhu 关注 管住 灌注 贯注 
guan#zhuang 罐装 灌装 
guan#zhuang#dong#mai 冠状动脉 
guan#zi 官子 管子 馆子 罐子 
guang 光 广 逛 咣 犷 桄 胱 
guang#an 广安 
guang#an#men 广安门 
guang#bo 广播 广博 
guang#bo#dian#tai 广播电台 
guang#cai 光彩 
guang#cai#duo#mu 光彩夺目 
guang#cai#zhao#ren 光彩照人 
guang#chang 广场 
guang#da 光大 广大 
guang#dao 广岛 
guang#dian 光电 广电 
guang#dian#bu 广电部 
guang#dian#zi 光电子 
guang#dong 广东 
guang#du 广度 
guang#fan 广泛 
guang#feng 广丰 
guang#fu 光复 
guang#gao 广告 
guang#gao#ci 广告词 
guang#gao#fei 广告费 
guang#gao#pai 广告牌 
guang#gao#ye 广告业 
guang#gao#zhu 广告主 
guang#gu 光顾 
guang#guai#lu#li 光怪陆离 
guang#guang 逛逛 
guang#gun 光棍 
guang#he#zuo#yong 光合作用 
guang#hua 光华 光滑 
guang#huan 光环 
guang#hui 光辉 
guang#hui#can#lan 光辉灿烂 
guang#jiao 光脚 广交 
guang#jiao#hui 广交会 
guang#jie 光洁 逛街 
guang#jie#du 光洁度 
guang#jing 光景 
guang#kai 广开 
guang#kuo 广阔 
guang#lan 光缆 
guang#liang 光亮 
guang#lin 光临 
guang#mang 光芒 
guang#mao 广袤 
guang#ming 光明 
guang#ming#lei#luo 光明磊落 
guang#ming#ri#bao 光明日报 
guang#ming#zheng#da 光明正大 
guang#na 广纳 
guang#nian 光年 
guang#pan 光盘 
guang#pu 光谱 
guang#rong 光荣 
guang#rong#bang 光荣榜 
guang#sha 广厦 
guang#shan 光山 
guang#tian#hua#ri 光天化日 
guang#tong#xin 光通信 
guang#tou 光头 
guang#tu#tu 光秃秃 
guang#wei 广为 
guang#xi 广西 
guang#xian 光纤 光线 
guang#xu 光绪 
guang#xue 光学 
guang#yao 光耀 
guang#yi 广义 
guang#yin 光阴 
guang#yuan 光源 广元 广远 
guang#ze 光泽 
guang#zhao 光照 
guang#zhou 广州 
guang#zhou#qi#yi 广州起义 
gui 瑰 规 圭 硅 归 龟 闺 轨 鬼 诡 癸 桂 柜 跪 贵 刽 傀 炔 匦 刿 庋 宄 妫 桧 炅 晷 皈 簋 鲑 鳜 
gui#an 归案 
gui#bao 瑰宝 贵报 
gui#bi 规避 
gui#bin 贵宾 
gui#bing 归并 
gui#cheng 规程 归程 
gui#dang 归档 
gui#dao 轨道 
gui#ding 规定 
gui#ding#xing 规定性 
gui#dui 归队 
gui#fan 规范 
gui#fan#hua 规范化 
gui#fan#xing 规范性 
gui#fu#shen#gong 鬼斧神工 
gui#gang 贵港 
gui#ge 规格 
gui#gen#dao#di 归根到底 
gui#gen#jie#di 归根结底 
gui#gong 归功 
gui#gong#si 贵公司 
gui#gu 硅谷 
gui#guan 桂冠 
gui#gui#ju#ju 规规矩矩 
gui#guo 归国 贵国 
gui#hua 规划 桂花 
gui#huan 归还 
gui#ji 归集 轨迹 
gui#jian 贵贱 
gui#jie 归结 
gui#jin#shu 贵金属 
gui#ju 规矩 
gui#ke 贵客 
gui#kou 归口 
gui#lai 归来 
gui#lei 归类 
gui#li 瑰丽 
gui#lin 桂林 
gui#lv 规律 
gui#lv#xing 规律性 
gui#men#guan 鬼门关 
gui#mi 诡秘 
gui#mo 规模 
gui#mo#hua 规模化 
gui#na 归纳 
gui#nv 闺女 
gui#qiao 归侨 
gui#qu 归去 
gui#quan 规劝 
gui#ru 归入 
gui#shan 龟山 
gui#shen 鬼神 
gui#shu 归属 
gui#su 归宿 
gui#tai 柜台 
gui#tu 归途 
gui#wei 归位 
gui#xia 跪下 
gui#ya#na 圭亚那 
gui#yang 贵阳 
gui#yu 归于 
gui#ze 规则 
gui#zhang 规章 
gui#zhong 贵重 
gui#zhou 贵州 
gui#zi 鬼子 柜子 
gui#zu 贵族 
gun 辊 滚 棍 衮 掴 磙 鲧 
gun#bang 棍棒 
gun#dong 滚动 
gun#gun 滚滚 
gun#luo 滚落 
gun#tang 滚烫 
gun#tong 滚筒 
gun#xue#qiu 滚雪球 
gun#zi 棍子 
guo 锅 郭 国 果 裹 过 涡 埚 掴 呙 帼 崞 猓 椁 虢 聒 蜾 蝈 
guo#an 国安 
guo#ban 过半 
guo#ban#shu 过半数 
guo#bang 过磅 
guo#bao 国宝 
guo#ben 国本 
guo#biao 国标 
guo#bie 国别 
guo#bin 国宾 
guo#bin#guan 国宾馆 
guo#bu#qi#ran 果不其然 
guo#bu#qu 过不去 
guo#ce 国策 
guo#chan 国产 
guo#chan#hua 国产化 
guo#chan#huo 国产货 
guo#chan#pin 国产品 
guo#cheng 过程 
guo#chi 国耻 
guo#cuo 过错 
guo#da 国大 过大 
guo#dang 过当 
guo#dao 国道 过道 
guo#de#ying 过得硬 
guo#dong 过冬 
guo#du 国都 国度 过度 过渡 
guo#du#qi 过渡期 
guo#du#xing 过渡性 
guo#duan 果断 
guo#duo 过多 
guo#fa 国法 
guo#fang 国防 
guo#fang#bu 国防部 
guo#fang#bu#zhang 国防部长 
guo#fang#jun 国防军 
guo#fen 过分 
guo#feng 国风 
guo#fu 国富 
guo#gan 果敢 
guo#gao 过高 
guo#ge 国歌 国格 
guo#ge#sheng 国歌声 
guo#gong 国共 
guo#guan 过关 
guo#guan#zhan#jiang 过关斩将 
guo#guang 国光 
guo#guo 过过 
guo#hai 过海 
guo#hang 国航 
guo#hou 过后 
guo#hu 过户 
guo#hua 国画 
guo#hui 国徽 国会 
guo#hun 国魂 
guo#huo 国货 过火 
guo#ji 国籍 国计 国际 过激 
guo#ji#fa 国籍法 国际法 
guo#ji#ge 国际歌 
guo#ji#hua 国际化 
guo#ji#ji 国际级 
guo#ji#jiang 国际奖 
guo#ji#min#sheng 国计民生 
guo#ji#xiang#qi 国际象棋 
guo#ji#xing 国际性 
guo#jia 国家 
guo#jia#dui 国家队 
guo#jia#ji 国家级 
guo#jia#yin#hang 国家银行 
guo#jiang 果酱 
guo#jiao 国教 
guo#jie 国界 过街 过节 
guo#jing 国境 过境 
guo#jing#xian 国境线 
guo#jun 国军 
guo#ke 过客 
guo#ku 国库 
guo#ku#quan 国库券 
guo#lai 过来 
guo#lai#ren 过来人 
guo#li 国历 国立 国力 
guo#lian 国联 
guo#liang 过量 
guo#lin 果林 
guo#lu 锅炉 过路 
guo#luo 果洛 
guo#lv 国旅 过滤 
guo#lv#qi 过滤器 
guo#mao 国贸 
guo#men 国门 过门 
guo#miao 果苗 
guo#min 国民 过敏 
guo#min#dang 国民党 
guo#min#jiao#yu 国民教育 
guo#min#jing#ji 国民经济 
guo#min#jun 国民军 
guo#min#xing 过敏性 
guo#ming 国名 
guo#mo#ruo 郭沫若 
guo#mu 果木 过目 
guo#nan 国难 
guo#nei 国内 
guo#nei#wai 国内外 
guo#nian 过年 
guo#nong 果农 
guo#pi 果皮 
guo#pin 果品 
guo#pu 果脯 
guo#qi 国旗 国企 过期 
guo#qiao 过桥 
guo#qing 国情 国庆 
guo#qing#jie 国庆节 
guo#qing#ri 国庆日 
guo#qiu 国球 
guo#qu 过去 
guo#ran 果然 
guo#re 过热 
guo#ren 国人 过人 
guo#ri#zi 过日子 
guo#rou 果肉 
guo#shang 过上 
guo#shao 过少 
guo#sheng 过剩 
guo#sheng#ri 过生日 
guo#shi 国史 国事 国势 国是 果实 过失 过时 过世 
guo#shou 国手 
guo#shu 国书 果树 
guo#shui 国税 
guo#shui#ju 国税局 
guo#tai 锅台 
guo#tai#min#an 国泰民安 
guo#ti 国体 
guo#tong#qu 国统区 
guo#tou 过头 
guo#tu 国土 
guo#wai 国外 
guo#wan 过完 
guo#wang 国王 过往 
guo#wei 国威 
guo#wen 国文 过问 
guo#wu 国务 
guo#wu#bu#zhang 国务部长 
guo#wu#qing 国务卿 
guo#wu#wei#yuan 国务委员 
guo#wu#yuan 国务院 
guo#xi 过细 
guo#xiang 果香 
guo#xue 国学 
guo#ye 果业 过夜 
guo#yi#bu#qu 过意不去 
guo#yin 过瘾 
guo#ying 国营 过硬 
guo#you 国有 
guo#you#hua 国有化 
guo#yu 国语 过于 
guo#yuan 果园 
guo#yun 国运 
guo#zang 国葬 
guo#zao 过早 
guo#zhai 国债 
guo#zhen 果真 
guo#zheng 国政 
guo#zhi 果汁 
guo#zhong 过重 
guo#zi 果子 
guo#zu#bu#qian 裹足不前 
ha 蛤 哈 虾 铪 
ha#da 哈达 
ha#er#bin 哈尔滨 
ha#fo 哈佛 
ha#fo#da#xue 哈佛大学 
ha#ha 哈哈 
ha#ha#da#xiao 哈哈大笑 
ha#ma#si 哈马斯 
ha#mi 哈密 
ha#mi#gua 哈密瓜 
ha#ni 哈尼 
ha#ni#zu 哈尼族 
ha#sa#ke 哈萨克 
ha#sa#ke#si#tan 哈萨克斯坦 
ha#sa#ke#zu 哈萨克族 
ha#wa#na 哈瓦那 
hai 骸 孩 海 氦 亥 害 骇 还 咳 嗨 
hai#an 海岸 
hai#an#xian 海岸线 
hai#ba 海拔 
hai#bao 海报 海豹 
hai#bian 海边 
hai#bin 海滨 
hai#bo 海波 
hai#chan 海产 
hai#chao 海潮 
hai#cheng 海城 
hai#chong 害虫 
hai#chu 害处 
hai#dai 海带 
hai#dao 海岛 海盗 
hai#di 海堤 海底 海地 
hai#dian 海淀 
hai#dian#qu 海淀区 
hai#dong 海东 
hai#er 海尔 
hai#fang 海防 
hai#feng 海风 
hai#gang 海港 
hai#geng 海埂 
hai#guan 海关 
hai#gui 海龟 
hai#hao 还好 
hai#he 海河 
hai#ji 害己 
hai#ji#hui 海基会 
hai#jiang 海疆 
hai#jun 海军 
hai#kou 海口 
hai#kuo#tian#kong 海阔天空 
hai#la#er 海拉尔 
hai#lang 海浪 
hai#li 海里 
hai#lu 海路 海陆 
hai#lu#kong 海陆空 
hai#lun 海轮 海伦 
hai#luo 海螺 
hai#luo#yin 海洛因 
hai#men 海门 
hai#mian 海绵 海面 
hai#nan 海南 海难 
hai#nan#dao 海南岛 
hai#nei 海内 
hai#nei#wai 海内外 
hai#niao 海鸟 
hai#ning 海宁 
hai#niu 海牛 
hai#ou 海鸥 
hai#pa 害怕 
hai#ping#mian 海平面 
hai#qu 海区 
hai#qun#zhi#ma 害群之马 
hai#ren 害人 
hai#shang 海上 
hai#shen 海参 
hai#shen#wei 海参崴 
hai#shi 海狮 海事 还是 
hai#shi#shen#lou 海市蜃楼 
hai#shui 海水 
hai#tan 海滩 
hai#tang 海棠 
hai#tao 海涛 
hai#ti 孩提 
hai#tian 海天 
hai#tong 孩童 
hai#tun 海豚 
hai#wai 海外 
hai#wai#ban 海外版 
hai#wan 海湾 
hai#xia 海峡 
hai#xian 海鲜 
hai#xiao 海啸 
hai#xie#hui 海协会 
hai#xing 海星 还行 
hai#ya 海牙 
hai#yan 海燕 
hai#yang 海洋 
hai#yang#fa 海洋法 
hai#yang#xue 海洋学 
hai#yao 还要 
hai#you 还有 
hai#yu 海域 
hai#yuan 海员 
hai#yun 海运 
hai#zai 还在 
hai#zao 海藻 
hai#zhan 海战 
hai#zhe 海蜇 
hai#zi 孩子 海子 
han 酣 憨 邯 韩 含 涵 寒 函 喊 罕 翰 撼 捍 旱 憾 悍 焊 汗 汉 邗 菡 瀚 晗 焓 顸 颔 蚶 鼾 
han#bai#yu 汉白玉 
han#bao 汉堡 
han#bao#bao 汉堡包 
han#chang 酣畅 
han#chao 寒潮 汉朝 
han#cheng 汉城 
han#chu 喊出 
han#cun#he 韩村河 
han#dai 汉代 
han#dan 邯郸 
han#di 旱地 
han#dian 函电 
han#dong 涵洞 寒冬 撼动 
han#feng 寒风 
han#gai 涵盖 
han#gang 邯钢 
han#gong 焊工 
han#guo 韩国 
han#hai 瀚海 
han#hou 憨厚 
han#hu 含糊 
han#hua 喊话 汉化 
han#ji 旱季 
han#jia 寒假 
han#jian 函件 罕见 汉奸 
han#jiang 汉江 
han#jiao 喊叫 
han#jie 焊接 
han#jin#liang 含金量 
han#kou 汉口 
han#lao 旱涝 
han#lao#bao#shou 旱涝保收 
han#lei 含泪 
han#leng 寒冷 
han#liang 含量 
han#liu 寒流 
han#liu#jia#bei 汗流浃背 
han#ma#gong#lao 汗马功劳 
han#mo 旱魔 
han#nuo#wei 汉诺威 
han#qi 寒气 
han#qing 旱情 
han#qu 旱区 
han#ran 悍然 
han#ren 汉人 
han#shan 汗衫 
han#shan#si 寒山寺 
han#sheng 喊声 
han#shi 憾事 
han#shou 函授 
han#shu 寒暑 函数 
han#shu#jia 寒暑假 
han#shui 酣睡 汗水 汉水 
han#shui#liang 含水量 
han#suan 寒酸 
han#tang 汉唐 
han#tian 旱田 
han#wang 汉王 
han#wei 捍卫 
han#wen 汉文 
han#wu#di 汉武帝 
han#xiao 含笑 
han#xin#ru#ku 含辛茹苦 
han#xu 含蓄 
han#xuan 寒暄 
han#xue 汉学 
han#xue#jia 汉学家 
han#yan 汗颜 
han#yang 涵养 汉阳 
han#yi 含义 涵义 寒意 汉译 
han#you 含油 含有 
han#yu 韩愈 汉语 
han#yu#pin#yin 汉语拼音 
han#yuan 韩元 
han#zai 旱灾 
han#zhong 汉中 
han#zhu 汗珠 
han#zhu#bin 韩杼滨 
han#zi 汉子 汉字 
han#zu 汉族 
hang 夯 杭 航 亢 吭 巷 行 沆 绗 颃 
hang#ban 航班 
hang#biao 航标 
hang#ce 航测 
hang#cheng 航程 
hang#chuan 航船 
hang#ci 航次 
hang#dang 行当 
hang#dao 航道 巷道 
hang#gui 行规 
hang#hai 航海 
hang#hang 行行 
hang#hua 行话 
hang#jia 行家 
hang#jia#hu 杭嘉湖 
hang#jia#li#shou 行家里手 
hang#jiang 行将 
hang#kong 航空 
hang#kong#bing 航空兵 
hang#kong#fa 航空法 
hang#kong#gang 航空港 
hang#kong#gong#si 航空公司 
hang#kong#mu#jian 航空母舰 
hang#kong#qi 航空器 
hang#lie 行列 
hang#lu 航路 
hang#mu 航母 
hang#qing 行情 
hang#shi 夯实 行市 
hang#tian 航天 
hang#tian#fei#ji 航天飞机 
hang#tian#qi 航天器 
hang#tou 行头 
hang#xian 航线 
hang#xiang 航向 
hang#xing 航行 
hang#ye 行业 
hang#yun 航运 
hang#zhang 行长 
hang#zhou 杭州 
hang#zhou#wan 杭州湾 
hao 镐 壕 嚎 豪 毫 郝 好 耗 号 浩 貉 蒿 薅 嗥 濠 灏 昊 皓 颢 蚝 
hao#a 好啊 
hao#ban 好办 
hao#bi 好比 
hao#bu 毫不 好不 
hao#bu#chi#yi 毫不迟疑 
hao#bu#dong#yao 毫不动摇 
hao#bu#ke#qi 毫不客气 
hao#bu#liu#qing 毫不留情 
hao#bu#rong#yi 好不容易 
hao#bu#you#yu 毫不犹豫 
hao#chang 好长 
hao#cheng 号称 
hao#chi 好吃 
hao#chu 好处 
hao#chu#fei 好处费 
hao#da 浩大 
hao#da#xi#gong 好大喜功 
hao#dai 好歹 
hao#dang 浩荡 
hao#dian 耗电 
hao#dong 好动 
hao#dong#xi 好东西 
hao#duan#duan 好端端 
hao#duo 好多 
hao#e 好恶 
hao#fang 豪放 
hao#fang#fa 好方法 
hao#fei 耗费 
hao#gan 好感 
hao#guo 好过 
hao#han 好汉 浩瀚 
hao#hao 好好 浩浩 
hao#hao#dang#dang 浩浩荡荡 
hao#hua 豪华 好话 
hao#hua#xing 豪华型 
hao#huai 好坏 
hao#ji 好几 
hao#ji#le 好极了 
hao#jiao 好觉 号角 
hao#jie 豪杰 浩劫 
hao#jin 耗尽 
hao#jing 好景 
hao#jiu 好久 
hao#kan 好看 
hao#ke 毫克 好客 
hao#lai#wu 好莱坞 
hao#ling 号令 
hao#ma 好马 号码 
hao#mai 豪迈 
hao#mi 毫米 
hao#neng 耗能 
hao#pai 号牌 
hao#peng#you 好朋友 
hao#ping 好评 
hao#qi 豪气 好奇 
hao#qi#lai 好起来 
hao#qi#xin 好奇心 
hao#qing 豪情 
hao#qiu 好球 
hao#ran 浩然 
hao#ren 好人 
hao#ri#zi 好日子 
hao#rong#yi 好容易 
hao#ru#yan#hai 浩如烟海 
hao#sheng 好生 号声 
hao#shi 好使 好事 耗时 
hao#shou 好手 好受 
hao#shu 好书 
hao#shuang 豪爽 
hao#shuo 好说 
hao#si 好似 
hao#ting 好听 
hao#tou 好头 
hao#wan 好玩 
hao#wang#jiao 好望角 
hao#wu 毫无 
hao#wu#yi#wen 毫无疑问 
hao#xi 好戏 
hao#xiang 好像 
hao#xiao 好笑 
hao#xie 好些 
hao#xin 好心 
hao#xin#ren 好心人 
hao#xue 好学 
hao#yan#zhuang#yu 豪言壮语 
hao#yang#de 好样的 
hao#yi 好意 
hao#yong 好用 
hao#you 好友 耗油 
hao#yun 好运 
hao#zai 好在 
hao#zhao 好找 号召 
hao#zhao#li 号召力 
hao#zhuan 好转 
hao#zi 耗资 耗子 号子 
hao#zou 好走 
he ＆ 呵 喝 荷 菏 核 禾 和 何 合 盒 貉 阂 河 涸 赫 褐 鹤 贺 吓 诃 劾 壑 嗬 阖 纥 曷 盍 颌 翮 
he#ai 和蔼 
he#ai#ke#qin 和蔼可亲 
he#an 河岸 
he#ban 合办 
he#bao 荷包 
he#bei 河北 
he#bei#bang#zi 河北梆子 
he#bei#qu 河北区 
he#bei#sheng 河北省 
he#bi 何必 合璧 
he#bian 合编 河边 
he#bing 合并 
he#bu 何不 
he#cai 喝彩 
he#ceng 何曾 
he#cha 喝茶 核查 
he#chang 何尝 合唱 
he#chang#tuan 合唱团 
he#cheng 合成 
he#chi 河池 
he#chu 何处 
he#chuan 河川 
he#chuang 河床 
he#chun#lin 何椿霖 
he#ci 贺辞 贺词 
he#ci#gong#zhen 核磁共振 
he#dao 河道 
he#de 赫德 
he#deng 何等 
he#di 何地 河堤 河底 
he#dian 核电 贺电 
he#dian#zhan 核电站 
he#ding 核定 
he#dong 河东 
he#dong#li 核动力 
he#dong#qu 河东区 
he#duan 河段 
he#dui 核对 
he#er 赫尔 
he#er#xin#ji 赫尔辛基 
he#fa 核发 合法 
he#fa#hua 合法化 
he#fa#xing 合法性 
he#fan 盒饭 
he#fan#ying#dui 核反应堆 
he#fang 何方 何妨 
he#fei 合肥 
he#feng 和风 
he#fu 和服 
he#fu#she 核辐射 
he#gang 鹤岗 
he#ge 合格 
he#ge#lv 合格率 
he#ge#pin 合格品 
