a1 啊 阿 腌 锕 
a1#ba4 阿爸 
hao4#hao4#dang4#dang4 浩浩荡荡 
hao4#jiao3 号角 
hao4#jie2 浩劫 
hao4#jin4 耗尽 
hao4#ke4 好客 
hao4#ling4 号令 
hao4#ma3 号码 
hao4#neng2 耗能 
hao4#pai2 号牌 
hao4#qi2 好奇 
hao4#qi2#xin1 好奇心 
hao4#ran2 浩然 
hao4#ru2#yan1#hai3 浩如烟海 
hao4#sheng1 号声 
hao4#shi2 耗时 
hao4#wan2 好玩 
hao4#xue2 好学 
hao4#you2 耗油 
hao4#zhao4 号召 
hao4#zhao4#li4 号召力 
hao4#zi1 耗资 
hao4#zi5 耗子 号子 
hao5 耗 号 
he1 呵 喝 诃 嗬 
he1#cha2 喝茶 
he1#hu4 呵护 
he1#jiu3 喝酒 
he1#shang4 喝上 
he1#shui3 喝水 
he2 ＆ 荷 菏 核 禾 和 何 合 盒 貉 阂 河 涸 劾 阖 纥 曷 盍 颌 翮 
he2#ai3 和蔼 
he2#ai3#ke3#qin1 和蔼可亲 
he2#an4 河岸 
he2#ban4 合办 
he2#bao5 荷包 
he2#bei3 河北 
he2#bei3#bang1#zi5 河北梆子 
he2#bei3#qu1 河北区 
he2#bei3#sheng3 河北省 
he2#bi4 何必 合璧 
he2#bian1 合编 河边 
he2#bing4 合并 
he2#bu4 何不 
he2#ceng2 何曾 
he2#cha2 核查 
he2#chang2 何尝 
he2#chang4 合唱 
he2#chang4#tuan2 合唱团 
he2#cheng2 合成 
he2#chi2 河池 
he2#chu4 何处 
he2#chuan1 河川 
he2#chuang2 河床 
he2#chun1#lin2 何椿霖 
he2#ci2#gong4#zhen4 核磁共振 
he2#dao4 河道 
he2#deng3 何等 
he2#di1 河堤 
he2#di3 河底 
he2#di4 何地 
he2#dian4 核电 
he2#dian4#zhan4 核电站 
he2#ding4 核定 
he2#dong1 河东 
he2#dong1#qu1 河东区 
he2#dong4#li4 核动力 
he2#duan4 河段 
he2#dui4 核对 
he2#fa1 核发 
he2#fa3 合法 
he2#fa3#hua4 合法化 
he2#fa3#xing4 合法性 
he2#fan3#ying4#dui1 核反应堆 
he2#fan4 盒饭 
he2#fang1 何方 
he2#fang2 何妨 
he2#fei2 合肥 
he2#feng1 和风 
he2#fu2 和服 
he2#fu2#she4 核辐射 
he2#ge2 合格 
he2#ge2#lv4 合格率 
he2#ge2#pin3 合格品 
he2#ge2#zheng4 合格证 
he2#gong1 河工 
he2#gong1#ye4 核工业 
he2#gu3 河谷 
he2#gu4 何故 
he2#hao3 和好 
he2#he2 和合 
he2#hu1 合乎 
he2#hua1 荷花 
he2#huan3 和缓 
he2#hui4 和会 
he2#huo3 合伙 
he2#huo3#ren2 合伙人 
he2#ji4#shu4 核技术 
he2#ji5 合计 
he2#jia1 合家 阖家 
he2#jian3 核减 
he2#jian4 合建 
he2#jie3 和解 
he2#jin1 合金 
he2#kou3 河口 
he2#ku3 何苦 
he2#kuang4 何况 
he2#lan2 荷兰 
he2#lan2#ren2 荷兰人 
he2#le4#er2#bu4#wei2 何乐而不为 
he2#li3 合理 河里 
he2#li3#hua4 合理化 
he2#li3#xing4 合理性 
he2#li4 合力 
he2#liu2 合流 河流 
he2#long3 合拢 
he2#lu3#li4 何鲁丽 
he2#ma3 荷马 
he2#mai3 合买 
he2#mei3 和美 
he2#mian4 河面 
he2#miao2 禾苗 
he2#mou2 合谋 
he2#mu4 和睦 
he2#mu4#xiang1#chu3 和睦相处 
he2#nan2 河南 
he2#nan2#sheng3 河南省 
he2#nei4 河内 
he2#neng2 核能 
he2#pai1 合拍 
he2#pan2#tuo1#chu1 和盘托出 
he2#pan4 河畔 
he2#ping2 和平 
he2#ping2#ge1 和平鸽 
he2#ping2#gong4#chu3 和平共处 
he2#ping2#jiang3 和平奖 
he2#ping2#li3 和平里 
he2#ping2#men2 和平门 
he2#ping2#qu1 和平区 
he2#qi2 何其 
he2#qi4 和气 
he2#qi5 和气 
he2#qin1 和亲 
he2#qing2#he2#li3 合情合理 
he2#qu4#he2#cong2 何去何从 
he2#qun2 合群 
he2#ran2#liao4 核燃料 
he2#ren2 何人 
he2#ri4 何日 
he2#ru2 何如 
he2#shan1 河山 
he2#shan4 和善 
he2#shang4 河上 
he2#shang5 和尚 
he2#sheng1 和声 
he2#shi2 核实 何时 合十 
he2#shi4 合适 
he2#shi4#yan4 核试验 
he2#shu3 合署 
he2#shui3 河水 
he2#suan1 核酸 
he2#suan4 核算 合算 
he2#tan1 河滩 
he2#tan2 和谈 
he2#tao4 河套 
he2#tao5 核桃 
he2#ti3 合体 
he2#tian2 和田 
he2#tong2#gong1 合同工 
he2#tong2#zhi4 合同制 
he2#tong5 合同 
he2#wei2 何为 合围 
he2#wei4 何谓 
he2#wu3#qi4 核武器 
he2#xi1 河西 
he2#xi1#qu1 河西区 
he2#xi1#zou3#lang2 河西走廊 
he2#xian4 和县 
he2#xiao1 核销 
he2#xie2 和谐 
he2#xin1 核心 
he2#xu1 何须 
he2#xu3 何许 
he2#xu4 和煦 
he2#yan3 合眼 
he2#ye4 荷叶 
he2#yi1 合一 
he2#yi3 何以 
he2#yi4 合意 
he2#yi4#ting2 合议庭 
he2#ying2 合营 
he2#ying3 合影 
he2#yong3 何勇 
he2#yong4 合用 
he2#yue1 和约 合约 
he2#zai4 何在 
he2#ze2 菏泽 
he2#zhan4#zheng1 核战争 
he2#zhi3 何止 
he2#zhong1#gong4#ji4 和衷共济 
he2#zhong3 何种 
he2#zhun3 核准 
he2#zi1 合资 
he2#zi5 盒子 
he2#zou4 合奏 
he2#zuo4 合作 
he2#zuo4#hua4 合作化 
he2#zuo4#she4 合作社 
he2#zuo4#zhi4 合作制 
he4 喝 荷 和 赫 褐 鹤 贺 吓 壑 
he4#cai3 喝彩 
he4#ci2 贺辞 贺词 
he4#de2 赫德 
he4#dian4 贺电 
he4#er3 赫尔 
he4#er3#xin1#ji1 赫尔辛基 
he4#gang3 鹤岗 
he4#he4 赫赫 
he4#he4#you3#ming2 赫赫有名 
he4#ka3 贺卡 
he4#la1#te4 赫拉特 
he4#lan2#shan1 贺兰山 
he4#li3 贺礼 
he4#long2 贺龙 
he4#nian2 贺年 
he4#nian2#ka3 贺年卡 
he4#nian2#pian4 贺年片 
he4#qiang1#shi2#dan4 荷枪实弹 
he4#ran2 赫然 
he4#se4 褐色 
he4#shan1 鹤山 
he4#sui4 贺岁 
he4#xin4 贺信 
he5 喝 荷 和 合 
hei1 嘿 黑 
hei1#an4 黑暗 
hei1#bai2 黑白 
hei1#ban3 黑板 
hei1#ban3#bao4 黑板报 
hei1#che1 黑车 
hei1#dao4 黑道 
hei1#dong4 黑洞 
hei1#fa4 黑发 
hei1#hai3 黑海 
hei1#he2 黑河 
hei1#hei1 嘿嘿 黑黑 
hei1#hong2 黑红 
hei1#hu1#hu1 黑乎乎 
hei1#jing3#he4 黑颈鹤 
hei1#ke4 黑客 
hei1#long2#jiang1 黑龙江 
hei1#ma3 黑马 
hei1#ming2#dan1 黑名单 
hei1#qi2 黑棋 
hei1#ren2 黑人 
hei1#se4 黑色 
hei1#se4#su4 黑色素 
hei1#sha1 黑纱 
hei1#shan1 黑山 
hei1#she4#hui4 黑社会 
hei1#shi4 黑市 
hei1#shou3 黑手 
hei1#shou3#dang3 黑手党 
hei1#shui3 黑水 
hei1#ti3 黑体 
hei1#tou2 黑头 
hei1#tu3 黑土 
hei1#tu3#di4 黑土地 
hei1#xia2#zi5 黑匣子 
hei1#xin1 黑心 
hei1#xiong2 黑熊 
hei1#ya1#ya1 黑压压 
hei1#yan1 黑烟 
hei1#ye4 黑夜 
hei1#zi4 黑字 
hei5 黑 
hen2 痕 
hen2#ji1 痕迹 
hen3 很 狠 
hen3#chang2 很长 
hen3#da4 很大 
hen3#duo1 很多 
hen3#hao3 很好 
hen3#hen3 狠狠 
hen3#jiu3 很久 
hen3#kuai4 很快 
hen3#nan2 很难 
hen3#nan2#shuo1 很难说 
hen3#nong2 很浓 
hen3#shao3 很少 
hen3#wan3 很晚 
hen3#xin1 狠心 
hen3#yuan3 很远 
hen3#zao3 很早 
hen3#zhua1 狠抓 
hen4 恨 
hen4#bu4#neng2 恨不能 
hen4#bu5#de2 恨不得 
heng1 哼 亨 
heng2 横 衡 恒 行 蘅 珩 桁 
heng2#bin1 横滨 
heng2#cai2 横财 
heng2#chong1#zhi2#zhuang4 横冲直撞 
heng2#chuan1 横穿 
heng2#du4 横渡 
heng2#duan4 横断 
heng2#fu2 横幅 
heng2#gan1 横杆 
heng2#gen4 横亘 
heng2#guan4 横贯 
heng2#he2 恒河 
heng2#jia1 横加 
heng2#jia1#zhi3#ze2 横加指责 
heng2#kua4 横跨 
heng2#liang2 衡量 
heng2#liu2 横流 
heng2#sao3 横扫 
heng2#shan1 横山 衡山 恒山 
heng2#sheng1 横生 恒生 
heng2#wen1 恒温 
heng2#wo4 横卧 
heng2#xiang4 横向 
heng2#xing1 恒星 
heng2#xing2 横行 
heng2#yang2 衡阳 
heng3#qing2 省情 
heng4 横 
heng5 哼 横 
hng5 哼 
hong1 轰 哄 烘 虹 訇 薨 
hong1#dong4 轰动 
hong1#dong4#yi4#shi2 轰动一时 
hong1#gan1 烘干 
hong1#hong1#lie4#lie4 轰轰烈烈 
hong1#ji1 轰击 
hong1#kao3 烘烤 
hong1#long2 轰隆 
hong1#ming2 轰鸣 
hong1#qiang3 哄抢 
hong1#ran2 轰然 
hong1#tai2 哄抬 
hong1#tuo1 烘托 
hong1#zha4 轰炸 
hong1#zha4#ji1 轰炸机 
hong2 虹 鸿 洪 宏 弘 红 黉 荭 蕻 闳 泓 鋐 
hong2#an1 红安 
hong2#bai2 红白 
hong2#bai2#xi3#shi4 红白喜事 
hong2#bao1 红包 
hong2#bo1 洪波 
hong2#chang2 红场 
hong2#chen2 红尘 
hong2#da4 宏大 
hong2#deng1 红灯 
hong2#dou4 红豆 
hong2#du1#la1#si1 洪都拉斯 
hong2#feng1 洪峰 
hong2#fu4#shi4 红富士 
hong2#gou1 鸿沟 
hong2#guan1 宏观 
hong2#guo3 红果 
hong2#hai3 红海 
hong2#hong2 红红 
hong2#hong2#huo3#huo3 红红火火 
hong2#hu2 洪湖 
hong2#hua1 红花 
hong2#huang1 洪荒 
hong2#huo5 红火 
hong2#jun1 红军 
hong2#kou3 虹口 
hong2#lao4 洪涝 
hong2#li4 红利 
hong2#liang4 洪亮 宏亮 
hong2#ling3#jin1 红领巾 
hong2#liu2 洪流 
hong2#lou2 红楼 
hong2#lv4#deng1 红绿灯 
hong2#mei2 红梅 
hong2#mu4 红木 
hong2#pai2 红牌 
hong2#pi2 红皮 
hong2#qi2 红旗 
hong2#qi2#la1#fu3 红其拉甫 
hong2#qi2#shou3 红旗手 
hong2#qiao2 虹桥 红桥 
hong2#ri4 红日 
hong2#run4 红润 
hong2#se4 红色 
hong2#shao1 红烧 
hong2#shi2#zi4 红十字 
hong2#shi2#zi4#hui4 红十字会 
hong2#shu3 红薯 
hong2#shu4#lin2 红树林 
hong2#shui3 洪水 
hong2#shui3#he2 红水河 
hong2#tang2 红糖 
hong2#tao1 洪涛 
hong2#tong2#tong2 红彤彤 
hong2#tu2 宏图 
hong2#tu3 红土 
hong2#wai4#xian4 红外线 
hong2#wei3 宏伟 
hong2#wu3 洪武 
hong2#xi4#bao1 红细胞 
hong2#xia2 红霞 
hong2#xian4 红线 
hong2#xing1 红星 
hong2#xue2 红学 
hong2#yan2 红岩 
hong2#yan4 鸿雁 
hong2#yang2 弘扬 
hong2#ye4 红叶 
hong2#yuan3 宏远 
hong2#yuan4 宏愿 
hong2#zai1 洪灾 
hong2#zao3 红枣 
hong2#ze2#hu2 洪泽湖 
hong2#zhe5#lian3 红着脸 
hong2#zhong3 红肿 
hong2#zhuan1 红砖 
hong2#zi4 红字 
hong2#zui3#ou1 红嘴鸥 
hong2#zun1#yu2 虹鳟鱼 
hong3 哄 
hong4 哄 讧 蕻 
hong5 轰 哄 烘 
hou2 喉 侯 猴 瘊 篌 骺 
hou2#long5 喉咙 
hou2#nian2 猴年 
hou2#sai4#yin1 侯赛因 
hou2#she2 喉舌 
hou2#zi5 猴子 
hou3 吼 
hou3#jiao4 吼叫 
hou3#sheng1 吼声 
hou4 侯 厚 候 后 堠 逅 鲎 
hou4#ai4 厚爱 
hou4#ban4 后半 
hou4#bao2 厚薄 
hou4#bei4 后辈 后背 后备 
hou4#bei4#jun1 后备军 
hou4#bian1 后边 
hou4#bu3 候补 
hou4#bu4 后部 
hou4#che1 候车 
hou4#che1#shi4 候车室 
hou4#dai4 后代 
hou4#dao5 厚道 
hou4#du4 厚度 
hou4#dun4 后盾 
hou4#fang1 后方 
hou4#gu4#zhi1#you1 后顾之忧 
hou4#guo3 后果 
hou4#hou4 厚厚 
hou4#hui3 后悔 
hou4#ji1 候机 
hou4#ji4 后继 
hou4#ji4#you3#ren2 后继有人 
hou4#jin4 后进 后劲 
hou4#jin4#cun1 后进村 
hou4#lai2 后来 
hou4#lai2#ju1#shang4 后来居上 
hou4#lai2#zhe3 后来者 
hou4#li3 厚礼 
hou4#men2 后门 
hou4#mian4 后面 
hou4#nian2 后年 
hou4#niao3 候鸟 
hou4#pai2 后排 
hou4#qi1 后期 
hou4#qi3#zhi1#xiu4 后起之秀 
hou4#qin2 后勤 
hou4#qin2#bu4 后勤部 
hou4#ren2 后人 
hou4#ren4 后任 
hou4#sheng1 厚生 后生 
hou4#shi4 后世 后事 
hou4#shi5 厚实 
hou4#tai2 后台 
hou4#tian1 后天 
hou4#tian1#xia4#zhi1#le4#er2#le4 后天下之乐而乐 
hou4#tou5 后头 
hou4#tui3 后腿 
hou4#tui4 后退 
hou4#wang4 厚望 
hou4#wei4 后卫 
hou4#xu4 后续 
hou4#xuan3 候选 
hou4#xuan3#ren2 候选人 
hou4#yi2 后移 
hou4#yi2#zheng4 后遗症 
hou4#yi4 后裔 
hou4#yuan4 后院 
hou4#zhe3 后者 
hou4#zhen3 候诊 
hou4#zhong4 厚重 
hou4#zuo4 后座 
hou5 厚 候 
hu1 呼 乎 忽 胡 糊 虎 戏 唿 惚 滹 烀 
hu1#de5 忽地 
hu1#er2 忽而 
hu1#han3 呼喊 
hu1#hao2 呼号 
hu1#he2#hao4#te4 呼和浩特 
hu1#hu1 呼呼 
hu1#huan4 呼唤 
hu1#jiao4 呼叫 
hu1#jiu4 呼救 
hu1#la1 呼啦 
hu1#lun2#bei4#er3#meng2 呼伦贝尔盟 
hu1#lve4 忽略 
hu1#meng2 呼盟 
hu1#ran2 忽然 
hu1#sheng1 呼声 
hu1#shi4 忽视 
hu1#xi1 呼吸 
hu1#xi1#dao4 呼吸道 
hu1#xiao4 呼啸 
hu1#ying4 呼应 
hu1#yu4 呼吁 
hu1#zhi1#yu4#chu1 呼之欲出 
hu2 核 和 瑚 壶 葫 胡 蝴 狐 糊 湖 弧 囫 猢 槲 觳 煳 鹄 鹕 醐 斛 鹘 
hu2#bei3 湖北 
hu2#bian1 湖边 
hu2#bin1 湖滨 
hu2#die2 蝴蝶 
hu2#guang1#shan1#se4 湖光山色 
hu2#guang3 湖广 
hu2#hu2 糊糊 
hu2#jiao1 胡椒 
hu2#jin3#tao1 胡锦涛 
hu2#kou3 壶口 糊口 湖口 
hu2#li5 狐狸 
hu2#li5#hu2#tu2 糊里糊涂 
hu2#lu5 葫芦 
hu2#luan4 胡乱 
hu2#luo2#bo5 胡萝卜 
hu2#luo2#bo5#su4 胡萝卜素 
hu2#mian4 湖面 
hu2#nan2 湖南 
hu2#nan2#sheng3 湖南省 
hu2#pan4 湖畔 
hu2#po1 湖泊 
hu2#qi3#li4 胡启立 
hu2#qu1 湖区 
hu2#quan1#qiu2 弧圈球 
hu2#shang4 湖上 
hu2#sheng2 胡绳 
hu2#shui3 湖水 
hu2#shuo1 胡说 
hu2#tong5 胡同 
hu2#tu5 糊涂 
hu2#xian4 弧线 
hu2#xin1 湖心 
hu2#xing2 弧形 
hu2#xu1 胡须 
hu2#yang2 胡杨 
hu2#zhi4#ming2 胡志明 
hu2#zhi4#ming2#shi4 胡志明市 
hu2#zhou1 湖州 
hu2#zi5 胡子 
hu2#zuo4#fei1#wei2 胡作非为 
hu3 虎 唬 浒 琥 
hu3#gu3 虎骨 
hu3#jiang4 虎将 
hu3#kou3 虎口 
hu3#men2 虎门 
hu3#po4 琥珀 
hu3#tou2 虎头 
hu4 糊 虎 护 互 沪 户 冱 怙 戽 扈 祜 瓠 鹱 笏 
hu4#ai4 互爱 
hu4#bu3 互补 
hu4#bu3#xing4 互补性 
hu4#bu4 互不 
hu4#bu4#xiang1#rang4 互不相让 
hu4#cheng2#he2 护城河 
hu4#dong4 互动 
hu4#duan3 护短 
hu4#fa3 护法 
hu4#fang3 互访 
hu4#guo2 护国 
hu4#hang2 护航 
hu4#hu4 户户 
hu4#huan4 互换 
hu4#hui4 互惠 
hu4#ji2 户籍 
hu4#ji4 互济 
hu4#jun1 户均 
hu4#kou3 户口 
hu4#lan2 护栏 
hu4#li3 护理 
hu4#li4 互利 
hu4#lian2 互联 
hu4#lian2#wang3 互联网 
hu4#liang4#hu4#rang4 互谅互让 
hu4#ming2 户名 
hu4#nong4 糊弄 
hu4#pai4 互派 
hu4#po1 护坡 
hu4#she4 互设 
hu4#shen1#fu2 护身符 
hu4#shi4 互市 
hu4#shi5 护士 
hu4#song4 护送 
hu4#tong1 互通 
hu4#tong1#you3#wu2 互通有无 
hu4#wai4 户外 
hu4#wei2 互为 
hu4#wei4 护卫 
hu4#wei4#dui4 护卫队 
hu4#wei4#jian4 护卫舰 
hu4#xiang1 互相 
hu4#you3 互有 
hu4#zeng4 互赠 
hu4#zhao4 护照 
hu4#zhu3 户主 
hu4#zhu4 互助 
hu4#zhu4#he2#zuo4 互助合作 
hu4#zhu4#zu3 互助组 
hu5 呼 乎 忽 胡 糊 虎 唬 户 
hua1 花 哗 华 化 砉 
hua1#bai2 花白 
hua1#ban4 花瓣 
hua1#bu4 花布 
hua1#cao3 花草 
hua1#cha2 花茶 
hua1#che1 花车 
hua1#cheng2 花城 
hua1#cong2 花丛 
hua1#deng1 花灯 
hua1#dian4 花店 
hua1#diao4 花掉 
hua1#du1 花都 
hua1#duo3 花朵 
hua1#er5 花儿 
hua1#fei4 花费 
hua1#fen3 花粉 
hua1#gang3#shi2 花岗石 
hua1#gang3#yan2 花岗岩 
hua1#gu3 花鼓 
hua1#guan1 花冠 
hua1#guang1 花光 
hua1#hua1 哗哗 
hua1#hua1#lv4#lv4 花花绿绿 
hua1#huan2 花环 
hua1#hui4 花卉 花会 
hua1#ji4 花季 
hua1#jia3 花甲 
hua1#jia4#zi5 花架子 
hua1#jian4 花剑 
hua1#jiao1 花椒 
hua1#lan2 花篮 
hua1#lei3 花蕾 
hua1#lian2 花莲 
hua1#ming2#ce4 花名册 
hua1#mu4 花木 
hua1#mu4#lan2 花木兰 
hua1#ni2 花呢 
hua1#niao3 花鸟 
hua1#nong2 花农 
hua1#pao4 花炮 
hua1#pen2 花盆 
hua1#ping2 花瓶 
hua1#pu3 花圃 
hua1#qi1 花期 
hua1#qi2 花旗 
hua1#qian2 花钱 
hua1#qu4 花去 
hua1#quan1 花圈 
hua1#se4 花色 
hua1#shang4 花上 
hua1#shao5 花哨 
hua1#sheng1 花生 
hua1#sheng1#mi3 花生米 
hua1#sheng1#you2 花生油 
hua1#shi4 花市 
hua1#shu4 花束 
hua1#tan2 花坛 
hua1#tian1#jiu3#di4 花天酒地 
hua1#tuan2#jin3#cu4 花团锦簇 
hua1#wen2 花纹 
hua1#xiang1 花香 
hua1#xiao1 花销 
hua1#xu4 花絮 
hua1#yan2#qiao3#yu3 花言巧语 
hua1#yang4 花样 
hua1#yang4#fan1#xin1 花样翻新 
hua1#yuan2 花园 
hua1#zhan3 花展 
hua1#zhao1 花招 
hua1#zhou1 化州 
hua2 哗 华 猾 滑 划 豁 骅 铧 
hua2#an1 华安 
hua2#bei3 华北 
hua2#biao3 华表 
hua2#bing1 滑冰 
hua2#bo1 划拨 
hua2#chu1 滑出 
hua2#chuan2 划船 
hua2#dan4 华诞 
hua2#dao3 滑倒 
hua2#dao4 滑到 滑道 
hua2#deng1 华灯 
hua2#deng1#chu1#shang4 华灯初上 
hua2#dong1 华东 
hua2#dong4 滑动 
hua2#er2#bu4#shi2 华而不实 
hua2#er3#jie1 华尔街 
hua2#gei3 划给 
hua2#gong1 华工 
hua2#gui4 华贵 
hua2#ji1 滑稽 
hua2#jia4 划价 
hua2#li3 华里 
hua2#li4 华丽 
hua2#luo2#geng1 华罗庚 
hua2#luo4 滑落 
hua2#mei3 华美 
hua2#nan2 华南 
hua2#nan2#hu3 华南虎 
hua2#po1 滑坡 
hua2#po4 划破 
hua2#qiao2 华侨 
hua2#ran2 哗然 
hua2#ren2 华人 
hua2#ru4 滑入 
hua2#shang1 华商 
hua2#sheng4#dun4 华盛顿 
hua2#suan4 划算 
hua2#wei2 划为 
hua2#wen2 华文 
hua2#xi1 华西 
hua2#xia4 华夏 滑下 
hua2#xian4 华县 滑县 划线 
hua2#xiang2 滑翔 
hua2#xing2 滑行 
hua2#xue3 滑雪 
hua2#xue3#ban3 滑雪板 
hua2#yi1 划一 
hua2#yi4 华裔 
hua2#yu3 华语 
hua2#zhang1 华章 
hua2#zhong1 华中 
hua2#zhong4#qu3#chong3 哗众取宠 
hua4 华 画 划 化 话 桦 
hua4#bao4 画报 
hua4#bi3 画笔 
hua4#bie2 话别 
hua4#bu4 画布 
hua4#ce4 画册 
hua4#cha2 话茬 
hua4#cheng2 化成 
hua4#chu1 画出 划出 
hua4#di4#wei2#lao2 画地为牢 
hua4#ding4 划定 
hua4#er5 话儿 
hua4#fa3 画法 
hua4#fei2 化肥 
hua4#fei2#chang3 化肥厂 
hua4#fei4 话费 
hua4#fen1 划分 
hua4#feng1 画风 话锋 
hua4#fu2 画幅 
hua4#gong1 化工 
hua4#gong1#chang3 化工厂 
hua4#gui1 划归 
hua4#he2#wu4 化合物 
hua4#hua4 画画 
hua4#ji1 话机 
hua4#jia1 画家 
hua4#jie3 化解 
hua4#ju4 话剧 
hua4#ju4#tuan2 话剧团 
hua4#juan4 画卷 
hua4#lang2 画廊 
hua4#liao2 化疗 
hua4#long2#dian3#jing1 画龙点睛 
hua4#mian4 画面 
hua4#ming2 化名 
hua4#nong2 化脓 
hua4#pai4 画派 
hua4#qing1 划清 
hua4#ru4 划入 
hua4#shan1 华山 
hua4#shang4 画上 
hua4#shen1 化身 
hua4#shi1 画师 
hua4#shi2 化石 
hua4#shi2#dai4 划时代 
hua4#shi4 画室 
hua4#shuo1 话说 
hua4#tan2 画坛 
hua4#ti2 话题 
hua4#ting3 划艇 
hua4#tong3 话筒 
hua4#tu2 画图 
hua4#tuo2 华佗 
hua4#wei2 化为 
hua4#wu4 话务 
hua4#xia2#zi5 话匣子 
hua4#xian1 化纤 
hua4#xian3#wei2#yi2 化险为夷 
hua4#xiang4 画像 
hua4#xue2 化学 
hua4#xue2#gong1#ye4 化学工业 
hua4#xue2#jia1 化学家 
hua4#xue2#xian1#wei2 化学纤维 
hua4#yan4 化验 
hua4#yi4 画意 
hua4#yin1 话音 
hua4#you3 画有 
hua4#yu3 话语 
hua4#yuan2 化缘 
hua4#yuan4 画院 
hua4#zhan3 画展 
hua4#zheng3#wei2#ling2 化整为零 
hua4#zhuang1 化装 化妆 
hua4#zhuang1#pin3 化妆品 
hua4#zuo4 画作 化作 
hua5 花 滑 画 划 化 话 
huai2 槐 徊 怀 淮 踝 
huai2#bao4 怀抱 
huai2#bei3 淮北 
huai2#de2 怀德 
huai2#hai3 淮海 
huai2#he2 淮河 
huai2#hua4 怀化 
huai2#jiu4 怀旧 
huai2#li3 怀里 
huai2#nan2 淮南 
huai2#nian4 怀念 
huai2#ren2#tang2 怀仁堂 
huai2#rou2 怀柔 
huai2#shu4 槐树 
huai2#yi2 怀疑 
huai2#yin1 淮阴 
huai2#you3 怀有 
huai2#yun4 怀孕 
huai2#zhe5 怀着 
huai2#zhong1 怀中 
huai4 坏 
huai4#chu4 坏处 
huai4#ren2 坏人 
huai4#shi4 坏事 
huai4#si3 坏死 
huai4#zhang4 坏账 
huai5 划 
huan1 欢 獾 
huan1#chang4 欢畅 
huan1#du4 欢度 
huan1#ge1 欢歌 
huan1#ge1#xiao4#yu3 欢歌笑语 
huan1#hu1 欢呼 
huan1#hu1#sheng1 欢呼声 
huan1#huan1#xi3#xi3 欢欢喜喜 
huan1#ju4 欢聚 
huan1#ju4#yi1#tang2 欢聚一堂 
huan1#kuai4 欢快 
huan1#le4 欢乐 
huan1#qing4 欢庆 
huan1#sheng1 欢声 
huan1#sheng1#lei2#dong4 欢声雷动 
huan1#sheng1#xiao4#yu3 欢声笑语 
huan1#song4 欢送 
huan1#teng2 欢腾 
huan1#tian1#xi3#di4 欢天喜地 
huan1#xi3 欢喜 
huan1#xiao4 欢笑 
huan1#xin1 欢欣 欢心 
huan1#xin1#gu3#wu3 欢欣鼓舞 
huan1#yan2 欢颜 
huan1#ying2 欢迎 
huan1#ying2#ci2 欢迎词 
huan1#yu2 欢愉 
huan1#yue4 欢悦 
huan2 环 桓 还 郇 圜 洹 寰 鬟 鹮 
huan2#bao3 环保 
huan2#bao4 环抱 
huan2#ben3 还本 
huan2#cheng2 环城 
huan2#cui4#qu1 环翠区 
huan2#dai4 还贷 
huan2#dao3 环岛 
huan2#gei3 还给 
huan2#gu4 环顾 
huan2#hai3 环海 
huan2#ji1 还击 
huan2#jie2 环节 
huan2#jing4 环境 
huan2#jing4#bao3#hu4 环境保护 
huan2#jing4#wei4#sheng1 环境卫生 
huan2#kuan3 还款 
huan2#liu2 环流 
huan2#qian2 还钱 
huan2#qing1 还清 
huan2#qiu2 环球 
huan2#rao3 环绕 
huan2#shan1 环山 
huan2#shi4 环视 
huan2#shou3 还手 
huan2#wei4 环卫 
huan2#xian4 环线 
huan2#xiang1 还乡 
huan2#xing2 环形 
huan2#yu3 寰宇 
huan2#yuan2 还原 
huan2#yuan4 还愿 
huan2#zhai4 还债 
huan2#zhuang4 环状 
huan3 缓 
huan3#bu4 缓步 
huan3#chong1 缓冲 
huan3#chong1#qu1 缓冲区 
huan3#he2 缓和 
huan3#huan3 缓缓 
huan3#jian4 缓建 
huan3#jie3 缓解 
huan3#man4 缓慢 
huan3#qi1 缓期 
huan3#shou3 缓手 
huan3#xing2 缓刑 
huan4 换 患 唤 痪 豢 焕 涣 宦 幻 奂 浣 漶 逭 鲩 
huan4#bing4 患病 
huan4#che1 换车 
huan4#cheng2 换成 换乘 
huan4#dai4 换代 
huan4#de2 换得 
huan4#de2#huan4#shi1 患得患失 
huan4#deng1 幻灯 
huan4#diao4 换掉 
huan4#er2 患儿 
huan4#fa1 焕发 
huan4#fang2 换房 
huan4#gang3 换岗 
huan4#gong1 换工 
huan4#hua4 幻化 
huan4#hui2 换回 唤回 
huan4#hui4 换汇 
huan4#ji4 换季 
huan4#jie4 换届 
huan4#jue2 幻觉 
huan4#lai2 换来 
huan4#nan4#yu3#gong4 患难与共 
huan4#nao3#jin1 换脑筋 
huan4#qi3 唤起 
huan4#qi4 换气 
huan4#qian2 换钱 
huan4#qu3 换取 
huan4#ran2#yi4#xin1 焕然一新 
huan4#ren2 换人 
huan4#san4 涣散 
huan4#shang4 换上 患上 
huan4#shou3 换手 
huan4#suan4 换算 
huan4#wen2 换文 
huan4#xi3 换洗 
huan4#xia4 换下 
huan4#xiang3 幻想 
huan4#xin1 换新 
huan4#xing3 唤醒 
huan4#ying3 幻影 
huan4#you3 患有 
huan4#zhe3 患者 
huan4#zhuang1 换装 
huan5 欢 还 换 唤 
huang1 荒 慌 煌 晃 肓 
huang1#cao3 荒草 
